risk_id,l1,l2,l3,l4_label,match_rank_for_policy,similarity,document_id,year,period,title,title_clean,issuing_institution,doc_type_source_label,publication_source,subject_classification,url,pdf_url,source_quote,source_quote_type,policy_reference,korean_policy_definition
RISK-REF-0087,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Global AI R&D divide,4,0.5693898422322149,policy_nl_ai_search_storage|UH1_00000139212166,2021,2017-2021,자율성장형 복합인공지능 원천기술 연구 = Core technology research for self-improving integrated artificial intelligence system,자율성장형 복합인공지능 원천기술 연구,"과학기술정보통신부, 20211202 [대전] : 한국전자통신연구원",정책보고서,,,,,자율성장형 복합인공지능 원천기술 연구,official_title,"과학기술정보통신부, 20211202 [대전] : 한국전자통신연구원 (2021), 「자율성장형 복합인공지능 원천기술 연구」","한국 정책보고서에서는 이 위험을 “자율성장형 복합인공지능 원천기술 연구”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Global AI R&D divide' 위험으로 정의한다."
RISK-REF-0087,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Global AI R&D divide,5,0.5661888372236208,policy_nl_ai_search_storage|SH2_PLC20240325596,2024,2022-2026,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,한국 지능정보 사회진흥원,정책보고서,"IT & Future Strategy, 제2호","통신 > 방송통신, 산업·통상·중소기업 > 산업진흥·고도화",,,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,official_title,"한국 지능정보 사회진흥원 (2024), 「공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향」","한국 정책보고서에서는 이 위험을 “공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Global AI R&D divide' 위험으로 정의한다."
RISK-REF-0087,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Global AI R&D divide,4,0.5660822958054821,policy_nl_trend|SH2_PLC20210265763,2021,2017-2021,"(보도자료) 4차 산업혁명 시대, 인공지능(AI)과 빅데이터 분야 표준화 시급","(보도자료) 4차 산업혁명 시대, 인공지능(AI)과 빅데이터 분야 표준화 시급",산업통상자원부,정책자료,,산업·통상·중소기업 > 산업·중소기업일반,,,"(보도자료) 4차 산업혁명 시대, 인공지능(AI)과 빅데이터 분야 표준화 시급",official_title,"산업통상자원부 (2021), 「(보도자료) 4차 산업혁명 시대, 인공지능(AI)과 빅데이터 분야 표준화 시급」","한국 정책보고서에서는 이 위험을 “(보도자료) 4차 산업혁명 시대, 인공지능(AI)과 빅데이터 분야 표준화 시급”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Global AI R&D divide' 위험으로 정의한다."
RISK-REF-0087,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Global AI R&D divide,3,0.5619250531400632,policy_nl_ai_search_storage|UH1_00000138158901,2019,2017-2021,빅데이터·인공지능 산업 진흥을 위한 데이터 과학의 발전 전략 연구 = Study on the strategies of big data & artificial intelligence for the promotion of industrial development,빅데이터·인공지능 산업 진흥을 위한 데이터 과학의 발전 전략 연구,KAST(한국과학기술한림원),정책보고서,,>,,,빅데이터·인공지능 산업 진흥을 위한 데이터 과학의 발전 전략 연구,official_title,"KAST(한국과학기술한림원) (2019), 「빅데이터·인공지능 산업 진흥을 위한 데이터 과학의 발전 전략 연구」","한국 정책보고서에서는 이 위험을 “빅데이터·인공지능 산업 진흥을 위한 데이터 과학의 발전 전략 연구”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Global AI R&D divide' 위험으로 정의한다."
RISK-REF-0087,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Global AI R&D divide,1,0.5604734153362538,policy_nl_trend|SH2_PLC20160158510,2016,2012-2016,세계 지능형 로봇산업의 최근 동향과 시사점,세계 지능형 로봇산업의 최근 동향과 시사점,산업연구원,보고서,,산업·통상·중소기업 > 산업진흥·고도화,,,세계 지능형 로봇산업의 최근 동향과 시사점,official_title,"산업연구원 (2016), 「세계 지능형 로봇산업의 최근 동향과 시사점」","한국 정책보고서에서는 이 위험을 “세계 지능형 로봇산업의 최근 동향과 시사점”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Global AI R&D divide' 위험으로 정의한다."
RISK-REF-0088,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Global AI research and development divides,5,0.625576719453979,policy_nl_trend|SH2_PLC20250358095,2025,2022-2026,글로벌 AI 안전 거버넌스의 다극화와 한국의 전략적 대응 방향,글로벌 AI 안전 거버넌스의 다극화와 한국의 전략적 대응 방향,정보통신정책연구원,보고서,"KISDI AI Outlook, 2025 Vol.22",공공질서및안전 > 안전관리,,,글로벌 AI 안전 거버넌스의 다극화와 한국의 전략적 대응 방향,official_title,"정보통신정책연구원 (2025), 「글로벌 AI 안전 거버넌스의 다극화와 한국의 전략적 대응 방향」","한국 정책보고서에서는 이 위험을 “글로벌 AI 안전 거버넌스의 다극화와 한국의 전략적 대응 방향”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Global AI research and development divides' 위험으로 정의한다."
RISK-REF-0088,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Global AI research and development divides,2,0.6056509220657157,policy_nl_trend|SH2_PLC20170214257,2017,2017-2021,국외출장보고서 : 인공지능 기술 확산에 따른 위험 거버넌스 연구,국외출장보고서 : 인공지능 기술 확산에 따른 위험 거버넌스 연구,한국행정연구원,보고서,,산업·통상·중소기업 > 산업진흥·고도화,,,국외출장보고서 : 인공지능 기술 확산에 따른 위험 거버넌스 연구,official_title,"한국행정연구원 (2017), 「국외출장보고서 : 인공지능 기술 확산에 따른 위험 거버넌스 연구」","한국 정책보고서에서는 이 위험을 “국외출장보고서 : 인공지능 기술 확산에 따른 위험 거버넌스 연구”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Global AI research and development divides' 위험으로 정의한다."
RISK-REF-0088,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Global AI research and development divides,3,0.5702999345129455,policy_nl_trend|SH2_PLC20180216867,2017,2017-2021,KRIVET Issue Brief 130호 : 인공지능 발전 추이 국제 비교와 인력 양성에 대한 함의,KRIVET Issue Brief 130호 : 인공지능 발전 추이 국제 비교와 인력 양성에 대한 함의,한국직업능력개발원,통계자료,,"과학기술 > 과학기술진흥, 사회복지 > 고용노동",,,KRIVET Issue Brief 130호 : 인공지능 발전 추이 국제 비교와 인력 양성에 대한 함의,official_title,"한국직업능력개발원 (2017), 「KRIVET Issue Brief 130호 : 인공지능 발전 추이 국제 비교와 인력 양성에 대한 함의」","한국 정책보고서에서는 이 위험을 “KRIVET Issue Brief 130호 : 인공지능 발전 추이 국제 비교와 인력 양성에 대한 함의”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Global AI research and development divides' 위험으로 정의한다."
RISK-REF-0091,Socioeconomic and environmental harms,Increased inequality and decline in employment quality,Non-technical risks (societal impact),Human exploitation,1,0.6272288237021009,policy_nl_ai_search_storage|UH1_00000140641939,2025,2022-2026,랜덤 포레스트 머신러닝 분석을 활용한 장애인의 정신건강 위험 요인 탐색 : 임금근로 장애인을 중심으로 = Exploring risk factors for mental health in individuals with disabilities using Random Forest machine learning analysis : focusing on wage-employed individuals with disabilities,랜덤 포레스트 머신러닝 분석을 활용한 장애인의 정신건강 위험 요인 탐색 : 임금근로 장애인을 중심으로,한국장애인고용공단 고용개발원,정책보고서,,,,,랜덤 포레스트 머신러닝 분석을 활용한 장애인의 정신건강 위험 요인 탐색 : 임금근로 장애인을 중심으로,official_title,"한국장애인고용공단 고용개발원 (2025), 「랜덤 포레스트 머신러닝 분석을 활용한 장애인의 정신건강 위험 요인 탐색 : 임금근로 장애인을 중심으로」","한국 정책보고서에서는 이 위험을 “랜덤 포레스트 머신러닝 분석을 활용한 장애인의 정신건강 위험 요인 탐색 : 임금근로 장애인을 중심으로”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Human exploitation' 위험으로 정의한다."
RISK-REF-0092,Socioeconomic and environmental harms,Increased inequality and decline in employment quality,Non-technical risks (societal impact),Impact on jobs,1,0.6552325657053524,policy_nl_trend|SH2_PLC20250355892,2025,2022-2026,인공지능의 고용 효과 분석 : 직종별 차별적 영향을 중심으로,인공지능의 고용 효과 분석 : 직종별 차별적 영향을 중심으로,산업연구원,보고서,"KIET ISSUE PAPER, 2025-03","사회복지 > 고용노동, 산업·통상·중소기업 > 산업·중소기업일반",,,인공지능의 고용 효과 분석 : 직종별 차별적 영향을 중심으로,official_title,"산업연구원 (2025), 「인공지능의 고용 효과 분석 : 직종별 차별적 영향을 중심으로」","한국 정책보고서에서는 이 위험을 “인공지능의 고용 효과 분석 : 직종별 차별적 영향을 중심으로”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Impact on jobs' 위험으로 정의한다."
RISK-REF-0092,Socioeconomic and environmental harms,Increased inequality and decline in employment quality,Non-technical risks (societal impact),Impact on jobs,5,0.6470957369106753,policy_nl_trend|SH2_PLC20180223939,2018,2017-2021,"인공지능, 로봇 등이 일자리에 미치는 영향에 관한 인식 : 자연과학, 공학, 제조 분야 재직자를 중심으로","인공지능, 로봇 등이 일자리에 미치는 영향에 관한 인식 : 자연과학, 공학, 제조 분야 재직자를 중심으로",한국직업능력개발원,통계자료,"KRIVET Issue Brief, 145호","사회복지 > 고용노동, 과학기술 > 과학기술연구",,,"인공지능, 로봇 등이 일자리에 미치는 영향에 관한 인식 : 자연과학, 공학, 제조 분야 재직자를 중심으로",official_title,"한국직업능력개발원 (2018), 「인공지능, 로봇 등이 일자리에 미치는 영향에 관한 인식 : 자연과학, 공학, 제조 분야 재직자를 중심으로」","한국 정책보고서에서는 이 위험을 “인공지능, 로봇 등이 일자리에 미치는 영향에 관한 인식 : 자연과학, 공학, 제조 분야 재직자를 중심으로”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Impact on jobs' 위험으로 정의한다."
RISK-REF-0092,Socioeconomic and environmental harms,Increased inequality and decline in employment quality,Non-technical risks (societal impact),Impact on jobs,2,0.6398952931987303,policy_nl_trend|SH2_PLC20250350872,2024,2022-2026,AI 도입과 노동과정의 재구조화 : 산업과 직종별 변화와 정책과제,AI 도입과 노동과정의 재구조화 : 산업과 직종별 변화와 정책과제,한국노동연구원,발간자료,,사회복지 > 고용노동,,,AI 도입과 노동과정의 재구조화 : 산업과 직종별 변화와 정책과제,official_title,"한국노동연구원 (2024), 「AI 도입과 노동과정의 재구조화 : 산업과 직종별 변화와 정책과제」","한국 정책보고서에서는 이 위험을 “AI 도입과 노동과정의 재구조화 : 산업과 직종별 변화와 정책과제”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Impact on jobs' 위험으로 정의한다."
RISK-REF-0092,Socioeconomic and environmental harms,Increased inequality and decline in employment quality,Non-technical risks (societal impact),Impact on jobs,3,0.6365285514771072,policy_nl_trend|SH2_PLC20250345249,2024,2022-2026,산업별 인공지능 도입의 노동시장 영향과 정책과제,산업별 인공지능 도입의 노동시장 영향과 정책과제,산업연구원,보고서,"KIET ISSUE PAPER, 2024-10","과학기술 > 과학기술진흥, 사회복지 > 고용노동",,,산업별 인공지능 도입의 노동시장 영향과 정책과제,official_title,"산업연구원 (2024), 「산업별 인공지능 도입의 노동시장 영향과 정책과제」","한국 정책보고서에서는 이 위험을 “산업별 인공지능 도입의 노동시장 영향과 정책과제”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Impact on jobs' 위험으로 정의한다."
RISK-REF-0092,Socioeconomic and environmental harms,Increased inequality and decline in employment quality,Non-technical risks (societal impact),Impact on jobs,3,0.6341267264448015,policy_nl_trend|SH2_PLC20250355905,2024,2022-2026,디지털 전환과 노동시장 : 인공지능 기술이 미치는 영향을 중심으로,디지털 전환과 노동시장 : 인공지능 기술이 미치는 영향을 중심으로,한국고용정보원,보고서,"기본연구, 2024-23",사회복지 > 고용노동,,,디지털 전환과 노동시장 : 인공지능 기술이 미치는 영향을 중심으로,official_title,"한국고용정보원 (2024), 「디지털 전환과 노동시장 : 인공지능 기술이 미치는 영향을 중심으로」","한국 정책보고서에서는 이 위험을 “디지털 전환과 노동시장 : 인공지능 기술이 미치는 영향을 중심으로”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Impact on jobs' 위험으로 정의한다."
RISK-REF-0092,Socioeconomic and environmental harms,Increased inequality and decline in employment quality,Non-technical risks (societal impact),Impact on jobs,2,0.5668965491398273,policy_nl_trend|SH2_PLC20230307702,2022,2022-2026,인공지능기반 직업상담 지원시스템 잡케어서비스 활성화 방안,인공지능기반 직업상담 지원시스템 잡케어서비스 활성화 방안,한국고용정보원,정책자료,,"사회복지 > 고용노동, 사회복지 > 사회복지일반",,,인공지능기반 직업상담 지원시스템 잡케어서비스 활성화 방안,official_title,"한국고용정보원 (2022), 「인공지능기반 직업상담 지원시스템 잡케어서비스 활성화 방안」","한국 정책보고서에서는 이 위험을 “인공지능기반 직업상담 지원시스템 잡케어서비스 활성화 방안”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Impact on jobs' 위험으로 정의한다."
RISK-REF-0097,Socioeconomic and environmental harms,Increased inequality and decline in employment quality,Societal and cultural,Labor exploitation,4,0.5702226127215015,policy_nl_ai_search_storage|UH1_00000140393893,2023,2022-2026,인공 지능 알고리즘을 활용한 재해개요 분류모델 시범 개발,인공 지능 알고리즘을 활용한 재해개요 분류모델 시범 개발,고용노동부,정책보고서,,,,,인공 지능 알고리즘을 활용한 재해개요 분류모델 시범 개발,official_title,"고용노동부 (2023), 「인공 지능 알고리즘을 활용한 재해개요 분류모델 시범 개발」","한국 정책보고서에서는 이 위험을 “인공 지능 알고리즘을 활용한 재해개요 분류모델 시범 개발”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Labor exploitation' 위험으로 정의한다."
RISK-REF-0106,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Market concentration and infrastructure dependencies,1,0.5796324724285342,policy_nl_ai_search_storage|SH2_PLC20240325596,2024,2022-2026,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,한국 지능정보 사회진흥원,정책보고서,"IT & Future Strategy, 제2호","통신 > 방송통신, 산업·통상·중소기업 > 산업진흥·고도화",,,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,official_title,"한국 지능정보 사회진흥원 (2024), 「공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향」","한국 정책보고서에서는 이 위험을 “공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Market concentration and infrastructure dependencies' 위험으로 정의한다."
RISK-REF-0106,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Market concentration and infrastructure dependencies,1,0.576055600899175,policy_nl_trend|SH2_PLC20240325596,2024,2022-2026,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,한국지능정보사회진흥원,정책자료,"IT & Future Strategy, 제2호","통신 > 방송통신, 산업·통상·중소기업 > 산업진흥·고도화",,,공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향,official_title,"한국지능정보사회진흥원 (2024), 「공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향」","한국 정책보고서에서는 이 위험을 “공공분야 초거대 AI 활용을 위한 공공데이터 주권 클라우드 적용방향”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Market concentration and infrastructure dependencies' 위험으로 정의한다."
RISK-REF-0106,Socioeconomic and environmental harms,Power centralization and unfair distribution of benefits,Systemic risks,Market concentration and infrastructure dependencies,2,0.5756126036593747,policy_nl_ai_search_storage|UH1_00000139193007,2023,2022-2026,머신러닝을 이용한 설비투자 예측 및 분석 : 뉴스심리지수와 구글 트렌드 데이터를 중심으로 = Forecasting facilities investment using machine learning : the role of the news sentiment index and Google trends data,머신러닝을 이용한 설비투자 예측 및 분석 : 뉴스심리지수와 구글 트렌드 데이터를 중심으로,산업연구원,정책보고서,,,,,머신러닝을 이용한 설비투자 예측 및 분석 : 뉴스심리지수와 구글 트렌드 데이터를 중심으로,official_title,"산업연구원 (2023), 「머신러닝을 이용한 설비투자 예측 및 분석 : 뉴스심리지수와 구글 트렌드 데이터를 중심으로」","한국 정책보고서에서는 이 위험을 “머신러닝을 이용한 설비투자 예측 및 분석 : 뉴스심리지수와 구글 트렌드 데이터를 중심으로”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Market concentration and infrastructure dependencies' 위험으로 정의한다."
RISK-REF-0108,Socioeconomic and environmental harms,Environmental harm,Environment,AI-induced pollution,1,0.6632246866578767,policy_nl_trend|SH2_PLC20260370469,2025,2022-2026,대기오염물질 간의 인과관계 추정을 위한 인공지능 방법론 활용 현황 분석,대기오염물질 간의 인과관계 추정을 위한 인공지능 방법론 활용 현황 분석,한국환경연구원,보고서,"KEI Working Paper, 2025-05",환경 > 대기,,,대기오염물질 간의 인과관계 추정을 위한 인공지능 방법론 활용 현황 분석,official_title,"한국환경연구원 (2025), 「대기오염물질 간의 인과관계 추정을 위한 인공지능 방법론 활용 현황 분석」","한국 정책보고서에서는 이 위험을 “대기오염물질 간의 인과관계 추정을 위한 인공지능 방법론 활용 현황 분석”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'AI-induced pollution' 위험으로 정의한다."
RISK-REF-0108,Socioeconomic and environmental harms,Environmental harm,Environment,AI-induced pollution,1,0.6183875068032976,policy_nl_ai_search_storage|UH1_00000132699316,2021,2017-2021,인공지능을 활용한 대기오염측정망 자료확정 알고리즘 개발 = Development of air pollution monitoring data verification Algorithm using artificial intellig ent,인공지능을 활용한 대기오염측정망 자료확정 알고리즘 개발,국립환경과학원,정책보고서,,>,,,인공지능을 활용한 대기오염측정망 자료확정 알고리즘 개발,official_title,"국립환경과학원 (2021), 「인공지능을 활용한 대기오염측정망 자료확정 알고리즘 개발」","한국 정책보고서에서는 이 위험을 “인공지능을 활용한 대기오염측정망 자료확정 알고리즘 개발”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'AI-induced pollution' 위험으로 정의한다."
RISK-REF-0108,Socioeconomic and environmental harms,Environmental harm,Environment,AI-induced pollution,4,0.6115278192156105,policy_nl_ai_search_storage|UH1_00000139273906,2022,2022-2026,기계학습 (Machine Learning) 기반 실내공기 오염물질 농도 예측 및 진단 모델 개발 = Development of prediction and diagnosis model for indoor air pollutants concentration based on machine learning,기계학습 (Machine Learning) 기반 실내공기 오염물질 농도 예측 및 진단 모델 개발,교육부,정책보고서,,환경 > 대기,,,기계학습 (Machine Learning) 기반 실내공기 오염물질 농도 예측 및 진단 모델 개발,official_title,"교육부 (2022), 「기계학습 (Machine Learning) 기반 실내공기 오염물질 농도 예측 및 진단 모델 개발」","한국 정책보고서에서는 이 위험을 “기계학습 (Machine Learning) 기반 실내공기 오염물질 농도 예측 및 진단 모델 개발”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'AI-induced pollution' 위험으로 정의한다."
RISK-REF-0108,Socioeconomic and environmental harms,Environmental harm,Environment,AI-induced pollution,4,0.5986961003657061,policy_nl_ai_search_storage|UH1_00000133511392,2019,2017-2021,인공지능을 활용한 미세먼지 단기예측 도구 개발. (1) = A development of short-term prediction tool for PM 10 and PM 2.5 concentrations using artificial intelligence . (1),인공지능을 활용한 미세먼지 단기예측 도구 개발. (1),국립환경과학원,정책보고서,,환경 > 대기,,,인공지능을 활용한 미세먼지 단기예측 도구 개발. (1),official_title,"국립환경과학원 (2019), 「인공지능을 활용한 미세먼지 단기예측 도구 개발. (1)」","한국 정책보고서에서는 이 위험을 “인공지능을 활용한 미세먼지 단기예측 도구 개발. (1)”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'AI-induced pollution' 위험으로 정의한다."
RISK-REF-0108,Socioeconomic and environmental harms,Environmental harm,Environment,AI-induced pollution,4,0.5945961524865874,policy_nl_ai_search_storage|UH1_00000137574125,2021,2017-2021,드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 1년차 보고서 = Detecting water pollution sources and preparing water environment management plans using drones and artificial intelligence,드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 1년차 보고서,낙동강수계관리위원회,정책보고서,,환경 > 상하수도·수질,,,드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 1년차 보고서,official_title,"낙동강수계관리위원회 (2021), 「드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 1년차 보고서」","한국 정책보고서에서는 이 위험을 “드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 1년차 보고서”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'AI-induced pollution' 위험으로 정의한다."
RISK-REF-0108,Socioeconomic and environmental harms,Environmental harm,Environment,AI-induced pollution,4,0.5913866167276807,policy_nl_ai_search_storage|UH1_00000137703981,2022,2022-2026,드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 2년차 보고서 : 낙동강수계 2021년도 환경기초조사사업 = Detecting water pollution sources and preparing water environment management plans using drones and artificial intelligence,드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 2년차 보고서 : 낙동강수계 2021년도 환경기초조사사업,낙동강수계관리위원회,정책보고서,,환경 > 상하수도·수질,,,드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 2년차 보고서 : 낙동강수계 2021년도 환경기초조사사업,official_title,"낙동강수계관리위원회 (2022), 「드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 2년차 보고서 : 낙동강수계 2021년도 환경기초조사사업」","한국 정책보고서에서는 이 위험을 “드론과 인공지능 활용 수계 오염원 탐지 및 물환경 관리 방안 마련 : 2년차 보고서 : 낙동강수계 2021년도 환경기초조사사업”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'AI-induced pollution' 위험으로 정의한다."
RISK-REF-0108,Socioeconomic and environmental harms,Environmental harm,Environment,AI-induced pollution,3,0.5641992355928952,policy_nl_ai_search_storage|UH1_00000112527107,2014,2012-2016,도장 및 코팅공정에서의 오염물질 모니터링 및 제어를 위한 지능형 자동감지 시스템 모듈 개발 = Development of intelligent automatic sensing system for pollutants monitoring and control in painting and coating process,도장 및 코팅공정에서의 오염물질 모니터링 및 제어를 위한 지능형 자동감지 시스템 모듈 개발,환경부,정책보고서,,,,,도장 및 코팅공정에서의 오염물질 모니터링 및 제어를 위한 지능형 자동감지 시스템 모듈 개발,official_title,"환경부 (2014), 「도장 및 코팅공정에서의 오염물질 모니터링 및 제어를 위한 지능형 자동감지 시스템 모듈 개발」","한국 정책보고서에서는 이 위험을 “도장 및 코팅공정에서의 오염물질 모니터링 및 제어를 위한 지능형 자동감지 시스템 모듈 개발”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'AI-induced pollution' 위험으로 정의한다."
RISK-REF-0113,Governance and accountability failures,Governance failure,Sources of systemic risks from general-purpose AI,Resistance to international law,4,0.6027414135934901,policy_nl_trend|SH2_PLC20180226210,2018,2017-2021,인공지능 대응에 있어 형사법 이론의 한계,인공지능 대응에 있어 형사법 이론의 한계,대검찰청,보고서,,공공질서및안전 > 법무및검찰,,,인공지능 대응에 있어 형사법 이론의 한계,official_title,"대검찰청 (2018), 「인공지능 대응에 있어 형사법 이론의 한계」","한국 정책보고서에서는 이 위험을 “인공지능 대응에 있어 형사법 이론의 한계”라는 문맥에서 다룬다. 본 연구는 이를 거버넌스, 책임성, 감사, 문서화 또는 제도적 통제 실패와 관련해 한국 정책 문헌에서 관찰되는 'Resistance to international law' 위험으로 정의한다."
RISK-REF-0114,Socioeconomic and environmental harms,Economic and cultural devaluation of human effort,Systemic risks,Risks of copyright infringement,3,0.6613731314690303,policy_nl_trend|SH2_PLC20240321515,2024,2022-2026,생성형 AI를 둘러싼 최근 저작권 분쟁 동향과 시사점,생성형 AI를 둘러싼 최근 저작권 분쟁 동향과 시사점,한국법제연구원,정책자료,,일반공공행정 > 국정홍보,,,생성형 AI를 둘러싼 최근 저작권 분쟁 동향과 시사점,official_title,"한국법제연구원 (2024), 「생성형 AI를 둘러싼 최근 저작권 분쟁 동향과 시사점」","한국 정책보고서에서는 이 위험을 “생성형 AI를 둘러싼 최근 저작권 분쟁 동향과 시사점”라는 문맥에서 다룬다. 본 연구는 이를 노동, 산업, 경제, 사회복지 또는 환경 영향와 관련해 한국 정책 문헌에서 관찰되는 'Risks of copyright infringement' 위험으로 정의한다."
