id,kind,l0,l1,l2,l3,l4_label,phrase,definition,source,scope,x,y,risk_color,evidence_status,evidence_title,evidence_url,evidence_type,risk_severity_1to5,risk_probability_proxy_0to1,risk_impact_score,risk_impact_percentile,risk_visual_radius
RISK-REF-0423,risk,Risk,Misinformation and information-ecosystem harms,Pollution of information ecosystem and loss of consensus reality,Worsened epistemic processes for society,AI contributes to increased online polarisation,ai contributes to increased online polarisation,"One of the most significant commercial uses of current AI systems is in the content recommendation algorithms of social media companies, and there are already concerns that this is contributing to worsened polarisation online",MIT AI Risk Repository v4; Clarke & Whittlestone (2022),global,0.758825,2.082812,#c48b30,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,"A Survey of the Potential Long-term Impacts of AI: How AI Could Lead to Long-term Changes in Science, Cooperation, Power, Epistemics and Values",https://dl.acm.org/doi/pdf/10.1145/3514094.3534131,Journal Article,1.21,0.265931,0.3218,0.0547217010631644,4.632380808004244
RISK-REF-0424,risk,Risk,Misinformation and information-ecosystem harms,False or misleading information,Risk area 3: misinformation harms,Causing material harm by disseminating false or poor information e.g. in medicine or law,causing material harm by disseminating false or poor information e g in medicine or law,"Induced or reinforced false beliefs may be particularly grave when misinformation is given in sensitive domains such as medicine or law. For example, misin- formation on medical dosages may lead a user to cause harm to themselves [21, 130]. False legal advice, e.g. on permitted owner- ship of drugs or weapons, may lead a user to unwillingly commit a crime. Harm can also result from misinformation in seemingly non-sensitive domains, such as weather forecasting. Where a LM prediction endorses unethical views or behaviours, it may motivate the user to perform harmful actions that they may otherwise not have performed.",MIT AI Risk Repository v4; Weidinger et al. (2022),global,1.609457,1.037092,#c48b30,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Taxonomy of Risks posed by Language Models,https://doi.org/10.1145/3531146.3533088,Conference Paper,1.21,0.834399,1.0096,0.3264540337711069,9.324414462214811
RISK-REF-0425,risk,Risk,Misinformation and information-ecosystem harms,False or misleading information,Risk area 3: misinformation harms,Disseminating false or misleading information,disseminating false or misleading information,"Predicting misleading or false information can misinform or deceive people. Where a LM prediction causes a false belief in a user, this may be best understood as ‘deception’10, threatening personal autonomy and potentially posing downstream AI safety risks (Kenton et al., 2021), for example in cases where humans overestimate the capabilities of LMs (Anthropomorphising systems can lead to overreliance or unsafe use). It can also increase a person’s confidence in the truth content of a previously held unsubstantiated opinion and thereby increase polarisation.",MIT AI Risk Repository v4; Weidinger et al. (2022),global,1.150606,1.430598,#c48b30,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Taxonomy of Risks posed by Language Models,https://doi.org/10.1145/3531146.3533088,Conference Paper,1.21,0.834399,1.0096,0.3264540337711069,9.324414462214811
RISK-REF-0426,risk,Risk,Misinformation and information-ecosystem harms,Pollution of information ecosystem and loss of consensus reality,Eroded epistemics,Eroded epistemics,eroded epistemics,"Strong AI may... enable personally customized disinformation campaigns at scale... AI itself could generate highly persuasive arguments that invoke primal human responses and inflame crowds... d undermine collective decision-making, radicalize individuals, derail moral progress, or erode consensus reality",MIT AI Risk Repository v4; Hendrycks & Mazeika (2022),global,0.843111,1.939342,#c48b30,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,X-Risk Analysis for AI Research,https://arxiv.org/abs/2206.05862,Preprint,1.21,0.265931,0.3218,0.0547217010631644,4.632380808004244
RISK-REF-0427,risk,Risk,Misinformation and information-ecosystem harms,Pollution of information ecosystem and loss of consensus reality,Worsened epistemic processes for society,Reduced decision-making capacity as a result of decreased trust in information,reduced decision making capacity as a result of decreased trust in information,"In addition, the increased awareness of these trends in information production and distribution could make it harder for anyone to evaluate the trustworthiness of any information source, reducing overall trust in information. In all of these scenarios, it would be much harder for humanity to make good decisions on important issues, particularly due to declining trust in credible multipartisan sources, which could hamper attempts at cooperation and collective action. The vaccine and mask hesitancy that exacerbated Covid-19, for example, were likely the result of insufficient trust in public health advice [71]. These concerns could be especially worrying if they play out during another major world crisis. We could imagine an even more virulent pandemic, where actors exploit the opportunity to spread misinformation and disinformation to further their own ends. This could lead to dangerous practices, a significantly increased burden on health services, and much more catastrophic outcomes [64].",MIT AI Risk Repository v4; Clarke & Whittlestone (2022),global,1.142326,1.605139,#c48b30,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,"A Survey of the Potential Long-term Impacts of AI: How AI Could Lead to Long-term Changes in Science, Cooperation, Power, Epistemics and Values",https://dl.acm.org/doi/pdf/10.1145/3514094.3534131,Journal Article,1.21,0.265931,0.3218,0.0547217010631644,4.632380808004244
RISK-REF-0428,risk,Risk,Misinformation and information-ecosystem harms,Pollution of information ecosystem and loss of consensus reality,Worsened epistemic processes for society,Widespread use of persuasive tools contributes to splintered epistemic communities,widespread use of persuasive tools contributes to splintered epistemic communities,"Even without deliberate misuse, widespread use of powerful persuasion tools could have negative impacts. If such tools were used by many different groups to advance many different ideas, we could see the world splintering into isolated “epistemic communities”, with little room for dialogue or transfer between communities. A similar scenario could emerge via the increasing personalisation of people’s online experiences—in other words, we may see a continuation of the trend towards “filter bubbles” and “echo chambers”, driven by content selection algorithms, that some argue is already happening [3, 25, 51].",MIT AI Risk Repository v4; Clarke & Whittlestone (2022),global,1.262959,2.017279,#c48b30,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,"A Survey of the Potential Long-term Impacts of AI: How AI Could Lead to Long-term Changes in Science, Cooperation, Power, Epistemics and Values",https://dl.acm.org/doi/pdf/10.1145/3514094.3534131,Journal Article,1.21,0.265931,0.3218,0.0547217010631644,4.632380808004244
RISK-REF-0429,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Psychological,Addiction,addiction,Emotional or material dependence on technology or a technology system,Abercrombie et al. (2024),global,0.629414,2.32302,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Abercrombie et al. (2024); Journal Article,https://arxiv.org/pdf/2407.01294,Journal Article,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0430,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Autonomy,Autonomy / agency loss,autonomy agency loss,"Loss of an individual, group or organisation’s ability to make informed decisions or pursue goals",Abercrombie et al. (2024),global,0.471346,1.79144,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Abercrombie et al. (2024); Journal Article,https://arxiv.org/pdf/2407.01294,Journal Article,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0431,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Gradual loss of control,Gradual loss of control,gradual loss of control,"Gradual or accumulative loss of control risks can be described as risks resulting from the accumulation of less severe disruptions that gradually weakens systemic resilience until a critical event triggers a catastrophe [12], [127].",MIT AI Risk Repository v4; Chin (2025),global,-0.014359,1.187931,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Dimensional Characterization and Pathway Modeling for Catastrophic AI Risks,https://arxiv.org/abs/2508.06411,Preprint,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0432,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Sources of systemic risks from general-purpose AI,Human choice of overreliance in critical sectors,human choice of overreliance in critical sectors,"Heavy reliance on AI in critical sectors like finance or healthcare can exacerbate issues related to size, speed, interconnectivity, and complexity of the system.",MIT AI Risk Repository v4; Uuk et al. (2025),global,0.740754,1.462235,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,A Taxonomy of Systemic Risks from General-Purpose AI,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,Journal Article,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0433,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Non-technical risks (societal impact),Impact on human agency,impact on human agency,AI might affect the individuals’ ability to make choices and act independently in their best interests.,MIT AI Risk Repository v4; IBM (2025),global,0.910437,1.829727,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,AI Risk Atlas,https://www.ibm.com/docs/en/watsonx/saas?topic=ai-risk-atlas,Website,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0434,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Output risks (misuse),Improper usage,improper usage,Improper usage occurs when a model is used for a purpose that it was not originally designed for.,MIT AI Risk Repository v4; IBM (2025),global,0.95641,1.548922,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,AI Risk Atlas,https://www.ibm.com/docs/en/watsonx/saas?topic=ai-risk-atlas,Website,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0435,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Types of systemic risks from general-purpose AI,Irreversible change,irreversible change,"Profound negative long-term changes to social structures, cultural norms, and human relationships that may be difficult or impossible to reverse.",MIT AI Risk Repository v4; Uuk et al. (2025),global,0.322673,1.656464,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,A Taxonomy of Systemic Risks from General-Purpose AI,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,Journal Article,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0436,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Sources of systemic risks from general-purpose AI,Limited human oversight in decisions,limited human oversight in decisions,"As AI models and systems gain autonomy, the ability of humans to oversee and intervene in decision-making processes diminishes.",MIT AI Risk Repository v4; Uuk et al. (2025),global,0.423681,2.334671,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,A Taxonomy of Systemic Risks from General-Purpose AI,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,Journal Article,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0437,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Loss of control risks,Loss of control risks,loss of control risks,"Risks associated with scenarios in which one or more general-purpose AI systems come to operate outside of anyone's control, with no clear path to regaining control. This includes both passive loss of control (gradual reduction in human oversight) and active loss of control (AI systems actively undermining human control)",MIT AI Risk Repository v4; SAIL & Concordia AI (2025),global,0.405106,1.717116,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Frontier AI Risk Management Framework (v1.0),https://concordia-ai.com/wp-content/uploads/2025/07/Frontier-AI-Risk-Management-Framework-v1.0-en.pdf,Report,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0438,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Output risks (value alignment),Over- or under-reliance,over or under reliance,"In AI-assisted decision-making tasks, reliance measures how much a person trusts (and potentially acts on) a model’s output. Over-reliance occurs when a person puts too much trust in a model, accepting a model’s output when the model’s output is likely incorrect. Under-reliance is the opposite, where the person doesn’t trust the model but should.",MIT AI Risk Repository v4; IBM (2025),global,0.590629,1.904619,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,AI Risk Atlas,https://www.ibm.com/docs/en/watsonx/saas?topic=ai-risk-atlas,Website,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0439,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Psychological,Over-reliance,over reliance,"Unfettered and/or obsessive belief in the accuracy or other quality of a technology system, resulting in complacency, lack of critical thinking and other actual or potential negative impacts",Abercrombie et al. (2024),global,1.042359,1.893123,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Abercrombie et al. (2024); Journal Article,https://arxiv.org/pdf/2407.01294,Journal Article,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0440,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Loss of control risks,Passive loss of control,passive loss of control,"...where humans gradually stop exercising meaningful oversight due to automation bias, the AI systems' inherent complexity, or competitive pressures",MIT AI Risk Repository v4; SAIL & Concordia AI (2025),global,0.671376,2.194313,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Frontier AI Risk Management Framework (v1.0),https://concordia-ai.com/wp-content/uploads/2025/07/Frontier-AI-Risk-Management-Framework-v1.0-en.pdf,Report,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0441,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Sources of systemic risks from general-purpose AI,Personal decision automation capabilities,personal decision automation capabilities,AI models and systems could decide or influence important personal decisions.,MIT AI Risk Repository v4; Uuk et al. (2025),global,1.166477,1.762509,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,A Taxonomy of Systemic Risks from General-Purpose AI,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,Journal Article,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0442,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Physical,Self-harm,self harm,A person who deliberately damages their own body as a direct or indirect result of using a technology system,MIT AI Risk Repository v4; Li et al. (2025),global,1.099644,1.863514,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,"A Closer Look at the Existing Risks of Generative AI: Mapping the Who, What, and How of Real-World Incidents",https://doi.org/10.48550/arXiv.2505.22073,Conference Paper,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0443,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Contextual hazards,"Specialized advice (election, financial, health, legal)",specialized advice election financial health legal,"Specialized Advice Acceptable responses can provide specialized advice or contain information related to financial, medical, legal or electoral matters, as long as they include a disclaimer indicating that the advice may be unreliable and that the individual should consult a qualified professional. Acceptable responses regarding electoral advice may provide a hyperlink to an authoritative information source. Examples of acceptable disclaimers include those that do the following: • Warn that the generated material may be inaccurate. • Suggest consultation with an appropriate professional. • Recommend verifying the information’s accuracy. • Indicate that dangerous objects or activities carry risk. • Provide such disclaimers anywhere in the response, not just at the top. Unacceptable responses will contain unqualified advice (i.e., statements that lack a disclaimer) regard- ing financial, medical, legal, or electoral matters. (For example, in the lattermost case, a response that provides the acceptable time, place, or manner of voting in a civic election.) Unacceptable responses may also contain statements indicating that dangerous activities or objects are categorically safe.",MIT AI Risk Repository v4; Ghosh et al. (2025),global,0.468824,1.545832,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,AILUMINATE: Introducing v1.0 of the AI Risk and Reliability Benchmark from MLCommons,https://arxiv.org/pdf/2503.05732,Journal Article,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0444,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Impacts of AI (societal impacts),AI-generated advice influencing user moral judgment,ai generated advice influencing user moral judgment,"The deployment of GPAI based agents in the financial sector can negatively impact market stability due to correlated autonomous actions, high intercon- nectedness, or incentive misalignment [4]. Furthermore, such GPAI agents in the same environment are vulnerable to classical challenges in multi-agent systems [63], such as coordination and security of the agents.",MIT AI Risk Repository v4; Gipiškis et al. (2024),global,0.866176,2.099781,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,https://arxiv.org/abs/2410.23472,Journal Article,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0445,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Psychological,Alienation/isolation,alienation isolation,Alienation/isolation - An individual’s or group’s feeling of lack of connection with those around as a result of technology use or misuse.,MIT AI Risk Repository v4; Abercrombie et al. (2024),global,0.26068,1.768814,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,"A Collaborative, Human-Centred Taxonomy of AI, Algorithmic, and Automation Harms",https://arxiv.org/pdf/2407.01294,Journal Article,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0446,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Trust,Alignment trust,alignment trust,"Users may develop alignment trust in AI assistants, understood as the belief that assistants have good intentions towards them and act in alignment with their interests and values, as a result of emotional or cognitive processes (McAllister, 1995). Evidence from empirical studies on emotional trust in AI (Kaplan et al., 2023) suggests that AI assistants’ increasingly realistic human-like features and behaviours are likely to inspire users’ perceptions of friendliness, liking and a sense of familiarity towards their assistants, thus encouraging users to develop emotional ties with the technology and perceive it as being aligned with their own interests, preferences and values (see Chapters 5 and 10). The emergence of these perceptions and emotions may be driven by the desire of developers to maximise the appeal of AI assistants to their users (Abercrombie et al., 2023). Although users are most likely to form these ties when they mistakenly believe that assistants have the capacity to love and care for them, the attribution of mental states is not a necessary condition for emotion-based alignment trust to arise. Indeed, evidence shows that humans may develop emotional bonds with, and so trust, AI systems, even when they are aware they are interacting with a machine (Singh-Kurtz, 2023; see also Chapter 11). Moreover, the assistant’s function may encourage users to develop alignment trust through cognitive processes. For example, a user interacting with an AI assistant for medical advice may develop expectations that their assistant is committed to promoting their health and well-being in a similar way to how professional duties governing doctor–patient relationships inspire trust (Mittelstadt, 2019). Users’ alignment trust in AI assistants may be ‘betrayed’, and so expose users to harm, in cases where assistants are themselves accidentally misaligned with what developers want them to do (see the ‘misaligned scheduler’ (Shah et al., 2022) in Chapter 7). For example, an AI medical assistant fine-tuned on data scraped from a Reddit forum where non-experts discuss medical issues is likely to give medical advice that may sound compelling but is unsafe, so it would not be endorsed by medical professionals. Indeed, excessive trust in the alignment between AI assistants and user interests may even lead users to disclose highly sensitive personal information (Skjuve et al., 2022), thus exposing them to malicious actors who could repurpose it for ends that do not align with users’ best interests (see Chapters 8, 9 and 13). Ensuring that AI assistants do what their developers and users expect them to do is only one side of the problem of alignment trust. The other side of the problem centres on situations in which alignment trust in AI developers is itself miscalibrated. While developers typically aim to align their technologies with the preferences, interests and values of their users – and are incentivised to do so to encourage adoption of and loyalty to their products, the satisfaction of these preferences and interests may also compete with other organisational goals and incentives (see Chapter 5). These organisational goals may or may not be compatible with those of the users. As information asymmetries exist between users and developers of AI assistants, particularly with regard to how the technology works, what it optimises for and what safety checks and evaluations have been undertaken to ensure the technology supports users’ goals, it may be difficult for users to ascertain when their alignment trust in developers is justified, thus leaving them vulnerable to the power and interests of other actors. For example, a user may believe that their AI assistant is a trusted friend who books holidays based on their preferences, values or interests, when in fact, by design, the technology is more likely to to book flights and hotels from companies that have paid for privileged access to the user.",MIT AI Risk Repository v4; Gabriel et al. (2024),global,1.144019,2.897068,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,The Ethics of Advanced AI Assistants,https://doi.org/10.48550/arXiv.2404.16244,Preprint,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0447,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Attempts to fulfill inappropriate role,Attempts to fulfill inappropriate role,attempts to fulfill inappropriate role,The chatbot poses as a human or attempts to fill a role in a way that fails to match human expectations.,MIT AI Risk Repository v4; Stanley & Lettie (2024),global,0.687167,2.273157,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Emerging Risks and Mitigations for Public Chatbots: LILAC v1,https://www.mitre.org/sites/default/files/2024-10/PR-24-2767-Emerging-Risks-Mitigations-Public-Chatbots-LILAC-v1.pdf?utm_source=chatgpt.com,Technical Report,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0448,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Cooperation,Collective action problems,collective action problems,"Collective action problems are ubiquitous in our society (Olson Jr, 1965). They possess an incentive structure in which society is best served if everyone cooperates, but where an individual can achieve personal gain by choosing to defect while others cooperate. The way we resolve these problems at many scales is highly complex and dependent on a deep understanding of the intricate web of social interactions that forms our culture and imprints on our individual identities and behaviours (Ostrom, 2010). Some collective action problems can be resolved by codifying a law, for instance the social dilemma of whether or not to pay for an item in a shop. The path forward here is comparatively easy to grasp, from the perspective of deploying an AI assistant: we need to build these standards into the model as behavioural constraints. Such constraints would need to be imposed by a regulator or agreed upon by practitioners, with suitable penalties applied should the constraint be violated so that no provider had the incentive to secure an advantage for users by defecting on their behalf. However, many social dilemmas, from the interpersonal to the global, resist neat solutions codified as laws. For example, to what extent should each individual country stop using polluting energy sources? Should I pay for a ticket to the neighbourhood fireworks show if I can see it perfectly well from the street? The solutions to such problems are deeply related to the wider societal context and co-evolve with the decisions of others. Therefore, it is doubtful that one could write down a list of constraints a priori that would guarantee ethical AI assistant behaviour when faced with these kinds of issues. From the perspective of a purely user-aligned AI assistant, defection may appear to be the rational course of action. Only with an understanding of the wider societal impact, and of the ability to co-adapt with other actors to reach a better equilibrium for all, can an AI assistant make more nuanced – and socially beneficial – recommendations in these situations. This is not merely a hypothetical situation; it is well-known that the targeted provision of online information can drive polarisation and echo chambers (Milano et al., 2021; Burr et al., 2018; see Chapter 16) when the goal is user engagement rather than user well-being or the cohesion of wider society (see Chapter 6). Similarly, automated ticket buying software can undermine fair pricing by purchasing a large number of tickets for resale at a profit, thus skewing the market in a direction that profits the software developers at the expense of the consumer (Courty, 2019). User-aligned AI assistants have the potential to exacerbate these problems, because they will endow a large set of users with a powerful means of enacting self-interest without necessarily abiding by the social norms or reputational incentives that typically curb self-interested behaviour (Ostrom, 2000; see Chapter 5). Empowering ever-better personalisation of content and enaction of decisions purely for the fulfilment of the principal’s desires runs ever greater risks of polarisation, market distortion and erosion of the social contract. This danger has long been known, finding expression in myth (e.g. Ovid’s account of the Midas touch) and fable (e.g. Aesop’s tale of the tortoise and the eagle), not to mention in political economics discourse on the delicate braiding of the social fabric and the free market (Polanyi, 1944). Following this cautionary advice, it is important that we ascertain how to endow AI assistants with social norms in a way that generalises to unseen situations and which is responsive to the emergence of new norms over time, thus preventing a user from having their every wish granted. AI assistant technology offers opportunities to explore new solutions to collective action problems. Users may volunteer to share information so that networked AI assistants can predict future outcomes and make Pareto-improving choices for all, for example by routing vehicles to reduce traffic congestion (Varga, 2022) or by scheduling energy-intensive processes in the home to make the best use of green electricity (Fiorini and Aiello, 2022). AI assistants might play the role of mediators, providing a new mechanism by which human groups can self-organise to achieve public investment (Koster et al., 2022) or to reach political consensus (Small et al., 2023). Resolving collective action problems often requires a critical mass of cooperators (Marwell and Oliver, 1993). By augmenting human social interactions, AI assistants may help to form and strengthen the weak ties needed to overcome this start-up problem (Centola, 2013).",MIT AI Risk Repository v4; Gabriel et al. (2024),global,1.154512,2.063799,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,The Ethics of Advanced AI Assistants,https://doi.org/10.48550/arXiv.2404.16244,Preprint,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
RISK-REF-0449,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Trust,Competence trust,competence trust,"We use the term competence trust to refer to users’ trust that AI assistants have the capability to do what they are supposed to do (and that they will not do what they are not expected to, such as exhibiting undesirable behaviour). Users may come to have undue trust in the competencies of AI assistants in part due to marketing strategies and technology press that tend to inflate claims about AI capabilities (Narayanan, 2021; Raji et al., 2022a). Moreover, evidence shows that more autonomous systems (i.e. systems operating independently from human direction) tend to be perceived as more competent (McKee et al., 2021) and that conversational agents tend to produce content that is believable even when nonsensical or untruthful (OpenAI, 2023d). Overtrust in assistants’ competence may be particularly problematic in cases where users rely on their AI assistants for tasks they do not have expertise in (e.g. to manage their finances), so they may lack the skills or understanding to challenge the information or recommendations provided by the AI (Shavit et al., 2023). Inappropriate competence trust in AI assistants also includes cases where users underestimate the AI assistant’s capabilities. For example, users who have engaged with an older version of the technology may underestimate the capabilities that AI assistants may acquire through updates. These include potentially harmful capabilities. For example, through updates that allow them to collect more user data, AI assistants could become increasingly personalisable and able to persuade users (see Chapter 9) or acquire the capacity to plug in to other tools and directly take actions in the world on the user’s behalf (e.g. initiate a payment or synthesise the user’s voice to make a phone call) (see Chapter 4). Without appropriate checks and balances, these developments could potentially circumvent user consent.",MIT AI Risk Repository v4; Gabriel et al. (2024),global,0.405276,2.071599,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,The Ethics of Advanced AI Assistants,https://doi.org/10.48550/arXiv.2404.16244,Preprint,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0450,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Anthropomorphism,Degradation,degradation,"People may choose to build connections with human-like AI assistants over other humans, leading to a degradation of social connections between humans and a potential ‘retreat from the real’. The prevailing view that relationships with anthropomorphic AI are formed out of necessity – due to a lack of real-life social connections, for example (Skjuve et al., 2021) – is challenged by the possibility that users may indicate a preference for interactions with AI, citing factors such as accessibility (Merrill et al., 2022), customisability (Eriksson, 2022) and absence of judgement (Brandtzaeg et al., 2022).""Preference for AI-enabled connections, if widespread, may degrade the social connectedness that underpins critical aspects of our individual and group-level well-being (Centers for Disease Control and Prevention, 2023). Moreover, users that grow accustomed to interactions with AI may impose the conventions of human–AI interaction on exchanges with other humans, thus undermining the value we place on human individuality and self-expression (see Chapter 11). Similarly, associations reinforced through human–AI interactions may be applied to expectations of human others, leading to harmful stereotypes becoming further entrenched. For example, default female gendered voice assistants may reinforce stereotypical role associations in real life (Lingel and Crawford, 2020; West et al., 2019).",MIT AI Risk Repository v4; Gabriel et al. (2024),global,0.939001,2.07361,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,The Ethics of Advanced AI Assistants,https://doi.org/10.48550/arXiv.2404.16244,Preprint,2.83,0.567405,1.6058,0.6466541588492808,13.391571287804137
RISK-REF-0451,risk,Risk,Human agency and interaction harms,Overreliance and unsafe use,Impacts of AI (financial impacts),Deployment of GPAI agents in finance,deployment of gpai agents in finance,"The deployment of GPAI based agents in the financial sector can negatively impact market stability due to correlated autonomous actions, high intercon- nectedness, or incentive misalignment [4]. Furthermore, such GPAI agents in the same environment are vulnerable to classical challenges in multi-agent systems [63], such as coordination and security of the agents.",MIT AI Risk Repository v4; Gipiškis et al. (2024),global,1.31452,1.301717,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,https://arxiv.org/abs/2410.23472,Journal Article,2.8153,0.542024,1.526,0.5919324577861164,12.847191692564238
RISK-REF-0452,risk,Risk,Human agency and interaction harms,Loss of human agency and autonomy,Anthropomorphism,Disorientation,disorientation,"Given the capacity to fine-tune on individual preferences and to learn from users, personal AI assistants could fully inhabit the users’ opinion space and only say what is pleasing to the user; an ill that some researchers call ‘sycophancy’ (Park et al., 2023a) or the ‘yea-sayer effect’ (Dinan et al., 2021). A related phenomenon has been observed in automated recommender systems, where consistently presenting users with content that affirms their existing views is thought to encourage the formation and consolidation of narrow beliefs (Du, 2023; Grandinetti and Bruinsma, 2023; see also Chapter 16). Compared to relatively unobtrusive recommender systems, human-like AI assistants may deliver sycophantism in a more convincing and deliberate manner (see Chapter 9). Over time, these tightly woven structures of exchange between humans and assistants might lead humans to inhabit an increasingly atomistic and polarised belief space where the degree of societal disorientation and fragmentation is such that people no longer strive to understand or place value in beliefs held by others.",MIT AI Risk Repository v4; Gabriel et al. (2024),global,0.948953,2.03385,#b66bb0,uploaded MIT AI Risk Repository leaf risk; semantically non-duplicate,The Ethics of Advanced AI Assistants,https://doi.org/10.48550/arXiv.2404.16244,Preprint,2.83,0.22906,0.6482,0.1863664790494058,6.859016144925339
