L3_id,L0,L1,L2,L3,Korean_label,Definition,source,review,l2_review
POLICY-REF-0439,Policy,AI policy and governance,Digital rights and legal frameworks,Technological sovereignty,기술주권,"해외 핵심 기술 인프라에 대한 국가적 의존성을 탈피하고, 독자적인 인공지능 핵심 소스코드, 플랫폼, 제조 가속기를 자국 영토 내에서 스스로 생산 및 통제할 수 있는 기술적 자주권이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0270,Policy,AI policy and governance,Digital rights and legal frameworks,intellectual property,,AI 산출물·기술에 관한 지식재산권.,Claude,pending,pending
POLICY-REF-0093,Policy,AI policy and governance,Disinformation and information integrity,Computational Propaganda,컴퓨테이셔널 프로파간다,"알고리즘, 봇, 대규모 데이터를 활용하여 소셜 미디어 상에서 정치적 여론을 왜곡하거나 조작하는 행위이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0134,Policy,AI policy and governance,Disinformation and information integrity,Deepfake Regulation,딥페이크 규제,"생성형 AI를 이용해 인간의 얼굴이나 목소리를 허위로 합성한 유해 콘텐츠의 제작, 유포를 금지하고 처벌하는 법적 조치이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0155,Policy,AI policy and governance,Disinformation and information integrity,Disinformation and AI,허위 정보와 인공지능,생성형 인공지능을 통해 대량으로 양산되는 가짜 뉴스와 조작된 정보가 사회적 신뢰와 민주주의 체계를 교란하는 리스크 요인이다.,ChatGPT_Gemini,pending,pending
POLICY-REF-0167,Policy,AI policy and governance,Disinformation and information integrity,Economic Disruption,경제적 파괴적 혁신,인공지능의 고속 도입이 기존 산업 구조를 해체하고 시장 독과점 강화 및 새로운 부의 편중을 야기하는 거시경제적 현상이다.,ChatGPT_Gemini,pending,pending
POLICY-REF-0224,Policy,AI policy and governance,Disinformation and information integrity,Generative AI Guidelines,생성형 인공지능 가이드라인,"거대 언어 모델과 이미지 생성 AI가 유발하는 저작권 침해, 가짜뉴스 생성, 표절 등의 리스크를 방지하기 위해 수립된 예방적 지침이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0262,Policy,AI policy and governance,Disinformation and information integrity,Information Asymmetry,정보 비대칭성,"빅테크 기업과 정부 기관은 고도화된 AI를 통해 막대한 양의 시민 데이터를 보유하는 반면, 일반 시민은 알고리즘의 메커니즘을 알 수 없는 심각한 정보의 격차이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0300,Policy,AI policy and governance,Disinformation and information integrity,Misinformation Mitigation,허위 정보 완화,"소셜 미디어 플랫폼과 추천 알고리즘이 가짜 뉴스의 확산을 식별하고 차단하며, 사용자에게 팩트 체크 정보를 신속히 제공하도록 강제하는 기술·정책적 예방책이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0307,Policy,AI policy and governance,Disinformation and information integrity,Moral Hazard in Automation,자동화에 따른 도덕적 해이,인간 의사결정권자가 인공지능 시스템의 추천 결과에 맹목적으로 의존함으로써 발생할 수 있는 비판적 사고의 마비와 개인적 책임감 유기 현상이다.,ChatGPT_Gemini,pending,pending
POLICY-REF-0314,Policy,AI policy and governance,Disinformation and information integrity,Natural Language Processing Harms,자연어 처리 모델의 위해성,"거대 언어 모델이 인종차별적, 혐오적 텍스트를 생성하거나 편향된 언어 데이터를 재생산함으로써 사회적 소수자에게 가하는 언어적·정신적 유해성이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0432,Policy,AI policy and governance,Disinformation and information integrity,Systemic AI risk,시스템적 AI 위험,특정 인공지능 모델의 단일 고장이나 금융 알고리즘의 동조화 현상이 네트워크 링크를 통해 사회 구조 전체로 도미노처럼 전파되어 전체 금융 및 국가 인프라 붕괴를 초래할 위험성이다.,ChatGPT_Gemini,pending,pending
POLICY-REF-0462,Policy,AI policy and governance,Disinformation and information integrity,Unintended Consequences,의도치 않은 결과,"특정 인공지능 시스템을 긍정적 목적으로 도입했으나, 복잡한 사회-기술 시스템 내부의 링크들과 상호작용하면서 원래의 기획 의도와 정반대의 사회적 부작용이나 해악을 낳는 현상이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0135,Policy,AI policy and governance,Disinformation and information integrity,deepfakes,,AI로 생성된 사실적 위조 영상·음성.,Claude,pending,pending
POLICY-REF-0154,Policy,AI policy and governance,Disinformation and information integrity,disinformation,,의도적으로 유포되는 허위 정보.,Claude,pending,pending
POLICY-REF-0034,Policy,AI policy and governance,Institutional AI governance,AI Safety Institute,AI 안전연구소,"정책문서에서 'AI 안전연구소' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0011,Policy,AI policy and governance,Institutional AI governance,AI assurance,AI 보증,"정책문서에서 'AI 보증' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0015,Policy,AI policy and governance,Institutional AI governance,AI capability evaluation,AI 역량 평가,"정책문서에서 'AI 역량 평가' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0020,Policy,AI policy and governance,Institutional AI governance,AI export controls,AI 수출통제,"정책문서에서 'AI 수출통제' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0022,Policy,AI policy and governance,Institutional AI governance,AI governance,AI 거버넌스,"정책문서에서 'AI 거버넌스' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0024,Policy,AI policy and governance,Institutional AI governance,AI impact assessment,AI 영향평가,"정책문서에서 'AI 영향평가' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0025,Policy,AI policy and governance,Institutional AI governance,AI incident reporting,AI 사고 보고,"정책문서에서 'AI 사고 보고' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0027,Policy,AI policy and governance,Institutional AI governance,AI lifecycle governance,AI 생애주기 거버넌스,"정책문서에서 'AI 생애주기 거버넌스' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0028,Policy,AI policy and governance,Institutional AI governance,AI literacy,AI 리터러시,"정책문서에서 'AI 리터러시' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0030,Policy,AI policy and governance,Institutional AI governance,AI procurement standards,AI 조달 표준,"정책문서에서 'AI 조달 표준' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0037,Policy,AI policy and governance,Institutional AI governance,AI system inventory,AI 시스템 목록화,"정책문서에서 'AI 시스템 목록화' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0008,Policy,AI policy and governance,Institutional AI governance,Age-appropriate AI,연령 적합 AI,"정책문서에서 '연령 적합 AI' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0056,Policy,AI policy and governance,Institutional AI governance,Auditable AI systems,감사 가능한 AI 시스템,"정책문서에서 '감사 가능한 AI 시스템' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0057,Policy,AI policy and governance,Institutional AI governance,Automated content moderation,자동화된 콘텐츠 조정,"정책문서에서 '자동화된 콘텐츠 조정' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0079,Policy,AI policy and governance,Institutional AI governance,Child rights and AI,아동권리와 AI,"정책문서에서 '아동권리와 AI' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0084,Policy,AI policy and governance,Institutional AI governance,Climate impacts of AI,AI의 기후 영향,"정책문서에서 'AI의 기후 영향' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0102,Policy,AI policy and governance,Institutional AI governance,Copyright and AI training data,저작권과 AI 학습데이터,"정책문서에서 '저작권과 AI 학습데이터' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0168,Policy,AI policy and governance,Institutional AI governance,Education and AI literacy,교육과 AI 리터러시,"정책문서에서 '교육과 AI 리터러시' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0171,Policy,AI policy and governance,Institutional AI governance,Energy-efficient AI,에너지 효율 AI,"정책문서에서 '에너지 효율 AI' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0191,Policy,AI policy and governance,Institutional AI governance,Evidence-based AI policy,증거기반 AI 정책,"정책문서에서 '증거기반 AI 정책' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0213,Policy,AI policy and governance,Institutional AI governance,Frontier AI governance,프론티어 AI 거버넌스,"정책문서에서 '프론티어 AI 거버넌스' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0222,Policy,AI policy and governance,Institutional AI governance,General-purpose AI,범용 AI,"정책문서에서 '범용 AI' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0223,Policy,AI policy and governance,Institutional AI governance,Generative AI disclosure,생성형 AI 고지,"정책문서에서 '생성형 AI 고지' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0225,Policy,AI policy and governance,Institutional AI governance,Global AI cooperation,글로벌 AI 협력,"정책문서에서 '글로벌 AI 협력' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0286,Policy,AI policy and governance,Institutional AI governance,"Lawful, ethical and robust AI",합법적·윤리적·강건한 AI,"정책문서에서 '합법적·윤리적·강건한 AI' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0295,Policy,AI policy and governance,Institutional AI governance,Machine learning governance,기계학습 거버넌스,"정책문서에서 '기계학습 거버넌스' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0377,Policy,AI policy and governance,Institutional AI governance,Rights-preserving AI,권리보전형 AI,"정책문서에서 '권리보전형 AI' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0468,Policy,AI policy and governance,Institutional AI governance,Water consumption of AI,AI 물 사용량,"정책문서에서 'AI 물 사용량' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0017,Policy,AI policy and governance,International AI governance coordination,AI diplomacy,,AI를 둘러싼 국가 간 외교적 조정.,Claude,pending,pending
POLICY-REF-0023,Policy,AI policy and governance,International AI governance coordination,AI governance framework,,AI의 개발·배포·사용을 관리하기 위한 규범·제도·절차의 총체적 체계.,Claude,pending,pending
POLICY-REF-0029,Policy,AI policy and governance,International AI governance coordination,AI national strategy,AI 국가전략,"기술 패권 경쟁 속에서 AI 연구개발 인프라 구축, 인재 양성, 규제 정비, 산업 생태계 고도화를 위해 정부가 수립하는 범부처적 종합 마스터플랜이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0036,Policy,AI policy and governance,International AI governance coordination,AI sovereignty,,국가가 AI 역량·인프라를 자주적으로 통제하려는 지향.,Claude,pending,pending
POLICY-REF-0230,Policy,AI policy and governance,International AI governance coordination,Global South Representation,글로벌 사우스의 대표성,"인공지능의 데이터, 개발 주체, 정책 수립 과정에서 비서구권 개발도상국들의 문화적 가치와 이익이 소외되지 않도록 보장하는 원칙이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0229,Policy,AI policy and governance,International AI governance coordination,Global South participation,,글로벌 사우스 국가들의 거버넌스 참여.,Claude,pending,pending
POLICY-REF-0272,Policy,AI policy and governance,International AI governance coordination,International AI Treaties,국제 인공지능 조약,자율형 살상무기 확산 방지나 글로벌 위협 공동 대응을 위해 다수의 국가가 체결하여 법적 구속력을 부여하는 다자간 국제 협약이다.,ChatGPT_Gemini,pending,pending
POLICY-REF-0275,Policy,AI policy and governance,International AI governance coordination,Interoperability of Regulations,규제의 상호 운용성,국가마다 상이한 인공지능 법제 간의 마찰을 줄이고 글로벌 디지털 무역을 활성화하기 위해 공통의 표준과 상호 인증 체계를 조율하는 일이다.,ChatGPT_Gemini,pending,pending
POLICY-REF-0311,Policy,AI policy and governance,International AI governance coordination,Multi-stakeholder initiatives,다중 이해관계자 이니셔티브,"정부, 빅테크 기업, 학계, 시민단체가 수평적으로 참여하여 인공지능 거버넌스의 실효성 있는 글로벌 공동 표준과 실천 지침을 도출하려는 협의체이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0434,Policy,AI policy and governance,International AI governance coordination,Tech Diplomacy,기술 외교,"인공지능 패권 경쟁, 글로벌 반도체 공급망 통제, 데이터 국제 양자 조약 체결 등 첨단 핵심 기술 분야에서 국익을 수호하기 위해 국가 간에 전개하는 기술 중심의 전략적 외교 활동이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0226,Policy,AI policy and governance,International AI governance coordination,global AI governance,,국경을 초월한 AI 규율을 위한 국제적 거버넌스.,ChatGPT_Gemini; Claude,pending,pending
POLICY-REF-0227,Policy,AI policy and governance,International AI governance coordination,global digital compact,,디지털·AI 거버넌스에 관한 국제적 합의 틀.,Claude,pending,pending
POLICY-REF-0228,Policy,AI policy and governance,International AI governance coordination,global regulatory divergence,,국가 간 AI 규제 방향과 기준이 서로 달라지는 현상.,Claude,pending,pending
POLICY-REF-0273,Policy,AI policy and governance,International AI governance coordination,international cooperation,,AI 규범·안전을 위한 국가 간 협력.,Claude,pending,pending
POLICY-REF-0312,Policy,AI policy and governance,International AI governance coordination,multilateral coordination,,다자간 협력을 통한 규범 조정.,Claude,pending,pending
POLICY-REF-0418,Policy,AI policy and governance,International AI governance coordination,strategic autonomy,,핵심 기술에 대한 대외 의존을 줄이려는 전략적 자율성.,Claude,pending,pending
POLICY-REF-0060,Policy,AI policy and governance,Language modeling and NLP,Automatic language processing,자동 언어처리,"정책문서에서 '자동 언어처리' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,pending
POLICY-REF-0001,Policy,AI policy and governance,Liability and fundamental rights,access to justice,,사법적 구제에 접근할 수 있는 권리.,Claude,pending,pending
POLICY-REF-0163,Policy,AI policy and governance,Liability and fundamental rights,due process,,공정한 절차를 통해 권리를 보호받을 권리.,ChatGPT_Gemini; Claude,pending,pending
POLICY-REF-0205,Policy,AI policy and governance,Liability and fundamental rights,fair use,,일정 조건에서 저작물의 무허락 이용을 허용하는 법리.,Claude,pending,pending
POLICY-REF-0216,Policy,AI policy and governance,Liability and fundamental rights,fundamental rights,,헌법·국제규범이 보장하는 기본적 인권.,Claude,pending,pending
POLICY-REF-0288,Policy,AI policy and governance,Liability and fundamental rights,legal liability,,법적으로 부과되는 책임.,Claude,pending,pending
POLICY-REF-0291,Policy,AI policy and governance,Liability and fundamental rights,liability allocation,,여러 주체 간 책임을 배분하는 문제.,Claude,pending,pending
POLICY-REF-0317,Policy,AI policy and governance,Liability and fundamental rights,non-derogable rights,,어떤 상황에서도 제한될 수 없는 절대적 권리.,Claude,pending,pending
POLICY-REF-0340,Policy,AI policy and governance,Liability and fundamental rights,product liability,,결함 있는 제품으로 인한 피해에 대한 제조자 책임.,Claude,pending,pending
POLICY-REF-0374,Policy,AI policy and governance,Liability and fundamental rights,right to explanation,,자동화된 결정에 대해 설명을 요구할 수 있는 개인의 권리.,Claude,pending,pending
POLICY-REF-0376,Policy,AI policy and governance,Liability and fundamental rights,right to remedy,,피해에 대해 구제를 받을 권리.,Claude,pending,pending
POLICY-REF-0383,Policy,AI policy and governance,Liability and fundamental rights,rule of law,,권력 행사가 법에 따라 이루어져야 한다는 원칙.,Claude,pending,pending
POLICY-REF-0419,Policy,AI policy and governance,Liability and fundamental rights,strict liability,,과실 여부와 무관하게 부과되는 무과실 책임.,ChatGPT_Gemini; Claude,pending,pending
POLICY-REF-0451,Policy,AI policy and governance,Liability and fundamental rights,tort liability,,불법행위로 인한 손해배상 책임.,Claude,pending,pending
POLICY-REF-0051,Policy,AI policy and governance,Participatory and inclusive AI governance,anticipatory governance,,기술의 미래 영향을 선제적으로 예측해 대응하는 거버넌스 방식.,ChatGPT_Gemini; Claude,pending,pending
POLICY-REF-0074,Policy,AI policy and governance,Participatory and inclusive AI governance,capacity building,,개도국 등의 AI 거버넌스 역량을 강화하는 지원.,Claude,pending,pending
POLICY-REF-0095,Policy,AI policy and governance,Participatory and inclusive AI governance,compute governance,,연산 자원의 분배·통제를 규율하는 거버넌스.,ChatGPT_Gemini; Claude,pending,pending
POLICY-REF-0147,Policy,AI policy and governance,Participatory and inclusive AI governance,digital public infrastructure,,사회 전반이 활용하는 공공 디지털 기반시설.,ChatGPT_Gemini; Claude,pending,pending
POLICY-REF-0232,Policy,AI policy and governance,Participatory and inclusive AI governance,governance capacity,,거버넌스를 실행할 수 있는 제도적·인적 역량.,Claude,pending,pending
POLICY-REF-0278,Policy,AI policy and governance,Participatory and inclusive AI governance,interoperable governance,,국가 간 규제 체계가 상호 연계되는 거버넌스.,Claude,pending,pending
POLICY-REF-0310,Policy,AI policy and governance,Participatory and inclusive AI governance,multi-stakeholder governance,,정부·기업·시민사회·학계 등 다양한 이해관계자가 참여하는 거버넌스.,ChatGPT_Gemini; Claude,pending,pending
POLICY-REF-0320,Policy,AI policy and governance,Participatory and inclusive AI governance,norm entrepreneurship,,새로운 국제 규범을 주도적으로 형성·확산하는 활동.,Claude,pending,pending
POLICY-REF-0326,Policy,AI policy and governance,Participatory and inclusive AI governance,participatory governance,,시민 참여를 통한 거버넌스.,Claude,pending,pending
POLICY-REF-0328,Policy,AI policy and governance,Participatory and inclusive AI governance,platform power,,디지털 플랫폼이 보유한 시장·정보 지배력.,Claude,pending,pending
POLICY-REF-0330,Policy,AI policy and governance,Participatory and inclusive AI governance,polycentric governance,,다층·다중심의 의사결정 주체가 상호작용하며 규율하는 분산형 거버넌스.,Claude,pending,pending
POLICY-REF-0346,Policy,AI policy and governance,Participatory and inclusive AI governance,public engagement,,정책 형성에 대중을 참여시키는 활동.,Claude,pending,pending
POLICY-REF-0352,Policy,AI policy and governance,Participatory and inclusive AI governance,public trust,,AI와 그 거버넌스에 대한 대중의 신뢰.,Claude,pending,pending
POLICY-REF-0348,Policy,AI policy and governance,Participatory and inclusive AI governance,public-private partnership,,공공·민간 협력을 통한 정책 추진.,Claude,pending,pending
POLICY-REF-0012,Policy,AI policy and governance,Responsible AI and compliance,AI audit,AI 감사,"인공지능 시스템이 설계 목적에 맞게 편향성, 투명성, 안전성 기준을 충족하며 작동하는지 독립된 제3자가 검증하고 보완하는 절차이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0016,Policy,AI policy and governance,Responsible AI and compliance,AI compliance management,AI 컴플라이언스 관리,기업이나 조직이 인공지능 관련 법률 및 윤리적 표준을 준수하고 있음을 스스로 증명하기 위해 구축하는 내부 절차 체계이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0019,Policy,AI policy and governance,Responsible AI and compliance,AI ethics principles,AI 윤리 원칙,"기술의 공정성, 안전성, 책무성을 담보하기 위해 국제기구나 국가 기관이 공표한 비강제적 규범 체계이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0031,Policy,AI policy and governance,Responsible AI and compliance,AI regulatory sandbox,AI 규제 샌드박스,"혁신적인 인공지능 서비스의 시장성 및 안전성을 제한된 환경에서 먼저 실증할 수 있도록, 일정한 기간과 조건 하에 기존의 법적 규제를 전면 유예하거나 면제해 주는 제도이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0032,Policy,AI policy and governance,Responsible AI and compliance,AI risk assessment,AI 위험평가,"인공지능 시스템이 유발할 수 있는 기술적 오류, 윤리적 부작용, 사회적 피해 가능성을 식별하고 그 심각도와 빈도를 정량화하여 관리하는 표준화된 절차 체계이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0003,Policy,AI policy and governance,Responsible AI and compliance,Accountability mechanisms,책임성 메커니즘,인공지능 시스템의 행위와 결과에 대해 개발 주체와 운영자가 법적·윤리적 책임을 지도록 유도하는 체계이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0048,Policy,AI policy and governance,Responsible AI and compliance,Alignment Problem,가치 정렬 문제,"인공지능 시스템의 목표와 행위 양식이 인간의 복지, 도덕적 가치, 사회적 규범과 일치하지 않는 기술적·윤리적 한계이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0077,Policy,AI policy and governance,Responsible AI and compliance,Centaur Systems,인간-인공지능 협업 시스템,인간의 직관적 통찰력과 인공지능의 고속 연산 능력을 결합하여 최적의 의사결정을 도출하는 상호보완적 시스템이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0087,Policy,AI policy and governance,Responsible AI and compliance,Cognitive Automation,인지적 자동화,"과거 인간의 지적 노동 영역에 속했던 판단, 분석, 추론 업무를 알고리즘 시스템이 대체하여 자동화하는 현상이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0098,Policy,AI policy and governance,Responsible AI and compliance,Consumer Protection in AI,인공지능 소비자 보호,"알고리즘의 기만적 행위, 가격 차별, 불량 품질 등으로부터 소비자의 권익을 보호하기 위한 정책적 프레임워크이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0104,Policy,AI policy and governance,Responsible AI and compliance,Corporate Social Responsibility in AI,인공지능 기업의 사회적 책임,"인공지능 개발 기업이 단기적 이윤 극대화를 넘어 사회적 안전, 인권 존중, 공정성 유지에 기여해야 한다는 윤리적 책무이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0133,Policy,AI policy and governance,Responsible AI and compliance,Decentralised AI,탈중앙화 인공지능,중앙집권형 서버가 아닌 블록체인이나 에지 컴퓨팅을 활용하여 데이터의 소유권과 연산 과정을 분산시키는 인공지능 패러다임이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0139,Policy,AI policy and governance,Responsible AI and compliance,Democratic Oversight of AI,인공지능에 대한 민주적 통제,"공공 및 민간 영역에 도입되는 인공지능의 기준을 시민 참여, 의회 감시, 정보 공개 등을 통해 투명하게 검증하는 체계이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0140,Policy,AI policy and governance,Responsible AI and compliance,Design Ethics,디자인 윤리,"기술 설계 원초 단계부터 사용자의 심리적 안정, 자율성 보장, 취약계층 보호를 고려하여 시스템 구조를 설계하는 윤리적 실천이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0183,Policy,AI policy and governance,Responsible AI and compliance,Ethical AI,윤리적 인공지능,"인간의 기본권 보장, 정의 구현, 사회적 웰빙 증진 등 보편타당한 도덕적 가치 기준을 명확히 준수하며 작동하는 인공지능 시스템이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0184,Policy,AI policy and governance,Responsible AI and compliance,Ethical Design,윤리적 설계,개발 단계에서부터 편향 완화 알고리즘을 탑재하고 인간의 자율성을 존중하도록 시스템 메커니즘을 내재화하여 구현하는 엔지니어링 방법론이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0247,Policy,AI policy and governance,Responsible AI and compliance,Human dignity,인간 존엄성,인공지능 시스템이 인간을 단순한 데이터 포인트나 정량적 수치로 환원하여 도구화하지 않고 하나의 인격체로서 존중해야 한다는 절대적 윤리적 마지노선이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0242,Policy,AI policy and governance,Responsible AI and compliance,Human-AI Symbiosis,인간-인공지능 공생,"인공지능이 인간을 대체하는 적대적 관계를 탈피하고, 인간의 창의성과 시스템의 연산력이 결합하여 공동의 발전을 도모하는 공존 형태이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0245,Policy,AI policy and governance,Responsible AI and compliance,Human-centred AI,인간중심 AI,"기술 그 자체의 진보보다 인간의 역량 강화, 안전 확보, 그리고 삶의 질 향상을 궁극적 가치이자 나침반으로 삼는 인공지능 연구 및 정책 기조이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0259,Policy,AI policy and governance,Responsible AI and compliance,Inclusive AI,포용적 인공지능,"설계 과정에서부터 다양한 계층의 의견을 수렴하고, 언어적·신체적 취약성에 관계없이 누구나 공평하게 기술의 편익을 누릴 수 있도록 개발된 인공지능이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0260,Policy,AI policy and governance,Responsible AI and compliance,Inclusive innovation,포용적 혁신,"기술 발전의 과실이 소수 대기업과 자본가에게 집중되지 않고, 사회 전체의 지속 가능한 균형 발전과 불평등 해소에 기여하도록 유도하는 국가 혁신 정책이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0266,Policy,AI policy and governance,Responsible AI and compliance,Institutional Adaptive Capacity,제도적 적응 역량,"급변하는 인공지능 기술의 파괴적 혁신 속도에 발맞추어 행정 조직, 정책 도구, 법률적 해석을 신속하고 적절하게 개편할 수 있는 국가 기구의 내적 역량이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0268,Policy,AI policy and governance,Responsible AI and compliance,Institutional Trust,제도적 신뢰,"정부, 법원, 공공기관이 도입한 인공지능 행정 시스템의 공정성과 도덕성에 대해 공중이 부여하는 사회적 믿음의 수준이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0299,Policy,AI policy and governance,Responsible AI and compliance,Military AI Ethics,군사 인공지능 윤리,자율 살상 무기나 군사 작전 지휘에 인공지능을 도입할 때 국제 인도법의 비례성 원칙과 구별 원칙을 엄격히 준수하고 책무성을 유지하기 위한 규범이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
